4.974785588	371.048	393.609	664.884
4.729311668	2400.78	2192.694	746.942
1.2778371	408.504	379.162	746.29
4.927023146	987.703	908.306	749.632
4.977140738	584.031	542.237	720.313
4.172132524	554.981	494.963	730.906
4.77023296	2144.27	2072.996	745.654
0	496.782	550.471	747.054
4.248672656	533.002	568.278	331.172
4.892243188	368.68	319.521	692.54
3.63783198	1326.682	1140.496	681.106
2.30723952	553.677	726.518	735.5
0.161208896	532.698	573.937	329.251
4.347983724	1689.73	1706.57	745.763
3.403308386	1336.134	1387.354	751.039
4.877399014	1909.7	1993.314	747.441
3.279073102	928.68	254.626	701.892
4.830574146	1905.117	1786.291	747.556
4.948654638	541.037	427.2	747.371
4.642130744	413.908	449.056	746.765
4.956756354	916.91	880.025	748.909
4.956971682	465.921	482.476	747.928
4.827649274	689.904	741.036	749.475
4.023901626	1422.26	1524.158	748.949
2.802870744	582.218	319.119	745.615
1.846648442	413.763	641.986	751.816
4.486	1015.203	627.856	750.315
0.725942464	386.007	371.891	700.26
4.486	1867.753	1551.802	746.931
4.862613158	661.647	624.559	747.126
4.728553534	1016.872	1112.229	713.974
4.901950892	2214.113	2198.259	745.441
4.934972338	1945.458	1812.125	745.16
4.476606316	989.667	901.561	442.361
4.446110488	701.672	794.247	749.297
4.390609696	1916.556	1795.851	748.356
4.480693062	285.436	283.948	744.265
4.473591724	459.644	454.089	652.316
0.969711704	1440.847	1309.049	748.535
4.944442284	622.133	547.377	624.013
4.466938986	723.694	817.742	746.874
4.78806481	316.119	498.732	749.55
4.754675512	1619.18	1531.839	749.821
4.793865208	642.371	550.84	736.1
4.701677908	1815.123	1947.477	748.332
4.960134312	488.855	475.018	735.994
0	477.496	451.578	749.55
4.343349686	447.416	359.464	626.341
4.486	1383.317	871.281	746.815
4.915193564	637.823	658.814	746.589
4.71012056	944.344	816.685	749.293
4.916225344	750.356	782.764	655.621
3.80235603	1867.682	1919.556	746.627
4.486	4456.682	3514.94	748.107
4.84452112	888.484	957.617	381.224
4.152609452	695.636	553.936	751.079
2.834281716	783.462	817.341	750.278
4.470796946	430.555	432.236	622.668
4.93067475	337.244	348.821	709.084
4.961686468	853.875	799.834	747.922
0	1101.085	1385.403	745.438
3.860700946	1291.955	1194.246	747.846
4.486	1262.527	885.184	747.014
4.801572156	599.647	264.421	751.238
0	502.414	479.312	747.147
0.852797572	318.784	256.352	748.459
0	385.294	450.093	594.946
2.445367946	463.774	406.428	421.67
4.911129248	1636.858	1770.938	746.806
4.873810214	590.394	628.58	747.545
